kalman.stateX, kalman.stateY, kalman.stateZ
1.0229278802871704,1.0274343490600586,0.6474347114562988
1.0128614902496338,1.015874981880188,0.6643185019493103
1.0064165592193604,0.9986902475357056,0.6941324472427368
0.9832393527030945,1.004905104637146,0.699218213558197
0.9784798622131348,0.9851682782173157,0.7231301069259644
0.9884100556373596,0.9804461598396301,0.731521725654602
0.9754005074501038,0.974165678024292,0.7456350326538086
0.9822771549224854,0.9813905954360962,0.733556866645813
0.9862948060035706,1.0035804510116577,0.7521500587463379
0.9941104054450989,1.0178039073944092,0.7432330846786499
0.9850338101387024,1.0292657613754272,0.7238309979438782
0.966500997543335,1.055332064628601,0.7091936469078064
0.9582597017288208,1.0654009580612183,0.6785117387771606
0.939850926399231,1.0593608617782593,0.6719205379486084
0.918907642364502,1.0680549144744873,0.6645621061325073
0.8988879919052124,1.058194875717163,0.6660652160644531
0.8831074237823486,1.0584025382995605,0.6538842916488647
0.8872881531715393,1.0515755414962769,0.647434413433075
0.907337486743927,1.039502501487732,0.6547657251358032
0.9396619200706482,1.01935875415802,0.6505090594291687
0.9584797024726868,0.9863797426223755,0.6711929440498352
1.022794485092163,0.970816969871521,0.6974259614944458
1.104809284210205,0.9791920185089111,0.7100803256034851
1.1846635341644287,0.9972271919250488,0.701810896396637
1.2693816423416138,1.0177360773086548,0.7117882370948792
1.3486579656600952,1.0093611478805542,0.7688997983932495
1.4283722639083862,1.0286316871643066,0.7896248698234558
1.5149682760238647,1.059188723564148,0.798251211643219
1.5968846082687378,1.0948500633239746,0.8009312748908997
1.689199447631836,1.1199297904968262,0.7964787483215332
1.7665518522262573,1.1304854154586792,0.7683894634246826
1.8126507997512817,1.1312189102172852,0.7587189674377441
1.8630167245864868,1.1206415891647339,0.7391080260276794
1.890379786491394,1.0934898853302002,0.7245905995368958
1.9058101177215576,1.043898105621338,0.7127591371536255
1.9307589530944824,0.9801619052886963,0.6912437081336975
1.946937918663025,0.9455955028533936,0.6915625333786011
1.9546316862106323,0.9034377336502075,0.6817589402198792
1.9689643383026123,0.8737795948982239,0.6601296663284302
1.9791419506072998,0.8675966858863831,0.6461853981018066
1.9990732669830322,0.8805353045463562,0.6295623779296875
2.0121066570281982,0.8893647193908691,0.6055991649627686
2.0215671062469482,0.9060606956481934,0.5838648676872253
2.0355186462402344,0.9403098225593567,0.5954898595809937
2.0540781021118164,0.9363275766372681,0.58701092004776
2.0757296085357666,0.9305549263954163,0.5853856205940247
2.1093666553497314,0.9261696934700012,0.6074576377868652
2.132031202316284,0.9309110641479492,0.6203466653823853
2.1458165645599365,0.9505408406257629,0.6436587572097778
2.145186185836792,0.9747249484062195,0.6887449622154236
2.1357009410858154,1.0027122497558594,0.7330968379974365
2.121417284011841,1.049233317375183,0.7655023336410522
2.1326894760131836,1.107506275177002,0.779125452041626
2.121901750564575,1.2216707468032837,0.7924281358718872
2.1289985179901123,1.3520010709762573,0.7851047515869141
2.125288486480713,1.4766756296157837,0.778126060962677
2.1108806133270264,1.582076072692871,0.7635958790779114
2.1117517948150635,1.6722930669784546,0.7422199845314026
2.0954110622406006,1.7522218227386475,0.7356275916099548
2.1184616088867188,1.8403481245040894,0.7742296457290649
2.126988172531128,1.9051082134246826,0.810344398021698
2.1238465309143066,1.955754280090332,0.8490861058235168
2.106396436691284,2.005187511444092,0.8470295071601868
2.0252747535705566,2.0019171237945557,0.8393095135688782
2.000704050064087,1.9879642724990845,0.8223849534988403
1.9892652034759521,1.966032862663269,0.7840436697006226
1.9781044721603394,1.9319586753845215,0.7249351143836975
1.9920560121536255,1.9061421155929565,0.6723250150680542
1.9859600067138672,1.897863507270813,0.637453556060791
1.9900710582733154,1.8935153484344482,0.6095379590988159
1.9953711032867432,1.9043108224868774,0.6089147925376892
1.9934040307998657,1.925784945487976,0.6092406511306763
1.9935429096221924,1.9552778005599976,0.6283833980560303
1.9771196842193604,1.987484335899353,0.6399393677711487
1.9654769897460938,2.007873058319092,0.663157045841217
1.9640315771102905,2.018143892288208,0.6852124929428101
1.9467142820358276,2.031667947769165,0.6903539896011353
1.948655605316162,2.039813280105591,0.709362804889679
1.9378217458724976,2.0423192977905273,0.7205007076263428
1.9325339794158936,2.0416581630706787,0.721066951751709
1.9312082529067993,2.0494160652160645,0.7361108660697937
1.907242774963379,2.0570833683013916,0.713667631149292
