stabilizer.roll, stabilizer.pitch, stabilizer.yaw
3.332263231277466,-3.320075035095215,0.2871977686882019
1.1511139869689941,-3.147040843963623,0.36285683512687683
-0.08845233172178268,-2.616563320159912,0.6527429223060608
-2.3607218265533447,-1.9448013305664062,0.41205132007598877
-1.56584894657135,-1.643669843673706,-0.8656761050224304
-1.681852102279663,-1.7809027433395386,0.7120276093482971
-1.6074681282043457,-0.4839877188205719,-0.466989666223526
-1.0928837060928345,-1.0656332969665527,0.17269867658615112
-0.8279613256454468,0.10666075348854065,1.0676640272140503
0.7039862275123596,0.28529879450798035,0.9651845693588257
1.7140904664993286,0.8816134333610535,0.44040465354919434
2.147327184677124,0.061247024685144424,1.2036585807800293
3.5353269577026367,-1.0319263935089111,1.0572075843811035
3.2402942180633545,-1.8146065473556519,1.21406888961792
2.4467086791992188,-2.5972537994384766,1.4051538705825806
2.2463269233703613,-3.6937613487243652,1.7181568145751953
0.7460595965385437,-4.233675479888916,1.235974907875061
0.3434901237487793,-4.079626560211182,0.8255378007888794
-0.08229438215494156,-2.4146647453308105,0.6091418862342834
-0.46231669187545776,-8.545891761779785,0.74139004945755
-1.201982855796814,-13.754610061645508,0.8117478489875793
-2.9896962642669678,-14.961432456970215,0.9237975478172302
-2.823291301727295,-10.496770858764648,2.26582932472229
-2.494476795196533,-7.263727188110352,3.4085140228271484
0.7158219814300537,-3.6724977493286133,3.141857385635376
1.7934083938598633,-1.2149937152862549,-0.38331568241119385
1.3725371360778809,-0.23755846917629242,1.9919424057006836
2.7604308128356934,-0.16699901223182678,3.781250476837158
3.388843536376953,2.0793445110321045,4.884039402008057
4.872193336486816,3.8970043659210205,3.8947055339813232
5.0855712890625,5.839034080505371,1.63959801197052
5.809770107269287,7.472300052642822,-0.6376649141311646
4.054210662841797,6.718361854553223,-1.80066978931427
2.4293510913848877,5.966025352478027,-1.8481690883636475
0.0781097561120987,4.438290596008301,-0.9737414121627808
-3.7011780738830566,2.122035026550293,2.3572640419006348
-6.445311069488525,1.923390507698059,0.6560145020484924
-7.381442070007324,1.221289038658142,2.091472864151001
-8.231260299682617,0.5766726136207581,2.4161670207977295
-7.827992916107178,0.6118826270103455,2.549701690673828
-5.61705207824707,0.8412336707115173,2.436615467071533
-2.965466260910034,1.321768045425415,2.5339739322662354
-0.9377766251564026,1.5458498001098633,1.8157278299331665
1.0287976264953613,2.018491506576538,0.8813589215278625
2.4709973335266113,2.1841907501220703,0.5572946071624756
1.9350823163986206,2.6606955528259277,-0.011768334545195103
0.7253708839416504,3.4402215480804443,-0.9203651547431946
-0.7020660042762756,4.921238899230957,-0.9988420009613037
-0.7907265424728394,4.782586574554443,-0.9828549027442932
-1.0180405378341675,5.078220844268799,-1.0819119215011597
-14.131643295288086,3.4952948093414307,-1.439911961555481
-15.30036735534668,2.6956441402435303,-1.544545292854309
-15.411953926086426,1.4799479246139526,-2.894707679748535
-11.550518989562988,1.4508990049362183,-2.4771230220794678
-5.550710201263428,1.1983896493911743,-2.641885280609131
-2.036226511001587,1.5025357007980347,-3.430555582046509
2.7467024326324463,1.5629799365997314,-3.3341763019561768
6.678981304168701,0.9031487107276917,-3.719475269317627
8.349499702453613,0.6419342756271362,-3.0891706943511963
9.15145206451416,0.14823783934116364,-3.168840169906616
9.76114273071289,1.194029688835144,-2.5813028812408447
9.580002784729004,1.804451584815979,-2.1737916469573975
8.263002395629883,2.0556414127349854,-1.259524941444397
7.549027919769287,0.698915958404541,-1.9083682298660278
4.87080717086792,-3.8447773456573486,-0.9177860021591187
1.0228731632232666,-4.933208465576172,0.007929851301014423
-1.788560152053833,-5.226454257965088,0.5143145322799683
-3.8502914905548096,-3.8790764808654785,1.0548467636108398
-5.558895587921143,-1.5240254402160645,0.7722089886665344
-4.343449592590332,0.007860382087528706,0.782997727394104
-3.4927449226379395,1.1288801431655884,0.8934582471847534
-1.1151435375213623,1.47862708568573,0.6192643642425537
1.1851277351379395,0.8144066333770752,0.32166916131973267
2.545321464538574,0.3533279001712799,-0.4729175269603729
3.5262434482574463,-0.885706901550293,-0.9807016849517822
4.217635631561279,-1.8226383924484253,-1.0873807668685913
3.392504930496216,-2.1368255615234375,-1.1879403591156006
3.102130651473999,-2.480360984802246,-0.9468483924865723
1.6883043050765991,-1.7698103189468384,-0.9771225452423096
1.5629602670669556,-1.9577795267105103,-0.7106320261955261
0.8094947934150696,-0.478305846452713,-0.765579879283905
1.00429368019104,13.313593864440918,-0.8861935138702393
1.4989279508590698,15.824193000793457,-0.9640405774116516
1.7244566679000854,16.260080337524414,-1.02932870388031
2.196033239364624,12.269885063171387,-0.7959193587303162
2.7168238162994385,6.189020156860352,-0.5490050911903381
1.9886491298675537,2.060344934463501,-0.16374516487121582
0.8542752861976624,-1.6421393156051636,0.08915998041629791
0.5235569477081299,-6.415071964263916,-0.1407298594713211
0.1004612147808075,-9.134871482849121,-0.49039238691329956
1.2073248624801636,-10.598791122436523,-0.10454299300909042
1.6602634191513062,-10.852310180664062,0.5996792912483215
1.983587384223938,-9.414992332458496,0.8287522792816162
1.4190410375595093,-5.422679424285889,0.9910802245140076
1.1830247640609741,-2.682344675064087,1.1630878448486328
1.311691164970398,-0.2569564878940582,0.8466951847076416
-0.052162621170282364,1.2672468423843384,0.2462415099143982
-0.9147273898124695,2.0189907550811768,-0.2786063253879547
-1.7735235691070557,2.5401413440704346,-0.6921197175979614
-2.456913709640503,0.7681540250778198,-1.367358922958374
-2.3777544498443604,-0.5806019306182861,-1.2440236806869507
-1.902457356452942,-2.150179386138916,-1.24882173538208
-1.4528294801712036,-2.947006940841675,-1.1099990606307983
-1.2053953409194946,-3.1722326278686523,-0.6506043076515198
-0.6130292415618896,-2.7340893745422363,-0.5302286148071289
-0.4130319356918335,-2.315922498703003,-0.6187870502471924
-0.2731059789657593,-2.043238878250122,-0.5652721524238586
-0.5108065009117126,-1.4036753177642822,-0.078080914914608
-0.46135279536247253,-1.0570247173309326,0.46348071098327637
-0.2045866996049881,-0.32562255859375,0.8593735098838806
0.5285950303077698,-0.32414373755455017,1.2448503971099854
8.118353843688965,0.9618727564811707,1.7047815322875977
13.601301193237305,0.05981513112783432,2.527400255203247
