kalman.statePX, kalman.statePY, kalman.statePZ
0.24736125767230988,0.3321458697319031,0.2539045512676239
0.0861971378326416,0.33492782711982727,0.27045556902885437
0.15872594714164734,0.3059001863002777,0.24699057638645172
0.10349319130182266,0.1827821135520935,0.1341327428817749
-0.26574891805648804,0.1044926568865776,0.129466250538826
-0.3042748272418976,0.22933624684810638,0.25161105394363403
-0.12442668527364731,0.01922743394970894,0.17535388469696045
0.0063354987651109695,-0.08038932085037231,0.16406121850013733
-0.02041373774409294,-0.17150035500526428,0.15675202012062073
-0.0797445997595787,-0.054392557591199875,0.15434235334396362
0.004669870249927044,-0.040039874613285065,0.09742660075426102
0.1426820158958435,-0.142880380153656,0.017827311530709267
0.22232307493686676,-0.2249007523059845,-0.05338336527347565
0.19609184563159943,-0.18519333004951477,-0.1123528778553009
-0.005488145165145397,-0.2795868515968323,-0.033836182206869125
0.12291565537452698,-0.28915321826934814,-0.04261486604809761
0.0258974377065897,-0.21644270420074463,0.09341968595981598
0.24927747249603271,0.06282871961593628,0.3321613371372223
-0.12209013104438782,0.13533754646778107,0.42473304271698
-0.0010336044942960143,0.0011854784097522497,0.6101747751235962
0.04896202310919762,-0.11046243458986282,0.6563157439231873
-0.051399536430835724,-0.3877308666706085,0.7288246750831604
-0.04924694821238518,-0.28683608770370483,0.6989962458610535
-0.15495026111602783,-0.4978126883506775,0.5820125937461853
-0.28603675961494446,-0.3975508213043213,0.4255463778972626
-0.40266934037208557,-0.27038899064064026,0.6174531579017639
-0.7636291980743408,-0.3971705436706543,0.7828699946403503
-0.588469922542572,-0.16960084438323975,0.7633411288261414
-0.9133778810501099,-0.2897777259349823,0.9401703476905823
-0.7162141799926758,-0.12974335253238678,1.2386813163757324
-0.5908436179161072,0.5707722902297974,1.1103522777557373
-0.6968034505844116,1.0284326076507568,0.6482509970664978
-1.0252900123596191,1.268626093864441,0.49093011021614075
-1.9859780073165894,0.9491483569145203,-0.659028947353363
-2.3994927406311035,0.06755997240543365,-1.5802887678146362
-2.107516288757324,-0.16040419042110443,-2.8742434978485107
-1.2884188890457153,-0.41587328910827637,-3.452993154525757
-0.27981674671173096,0.49801182746887207,-3.6908795833587646
0.31185707449913025,1.0697726011276245,-3.4879684448242188
0.5914136171340942,0.5805884599685669,-3.024123430252075
1.02986478805542,-0.07365920394659042,-2.250237464904785
1.1660652160644531,-0.6458795666694641,-1.320014476776123
1.3025996685028076,-0.8285793662071228,-0.703851580619812
1.3346412181854248,-0.8168926239013672,-0.2522573173046112
1.2052441835403442,-0.7677940130233765,-0.07384828478097916
0.9424724578857422,-0.6505313515663147,-0.003067893208935857
