gyro.x, gyro.y, gyro.z
-26.625200271606445,4.99869966506958,-0.33938857913017273
-11.408112525939941,-1.1007044315338135,0.9797642827033997
-23.759618759155273,-8.888365745544434,-2.3689417839050293
-2.8142940998077393,-5.571100234985352,-2.913893938064575
-5.105835914611816,2.3466644287109375,6.387997627258301
7.716338157653809,-19.86992073059082,1.6116946935653687
0.8484356999397278,11.439847946166992,5.2706685066223145
10.625433921813965,-9.973546981811523,1.2003496885299683
12.082615852355957,-0.04855789989233017,-8.153756141662598
1.039052128791809,-11.832754135131836,-6.862982273101807
19.2138671875,8.538246154785156,-4.679555416107178
9.953940391540527,10.175202369689941,-7.091532230377197
-1.5326822996139526,6.542447566986084,-3.4126954078674316
-3.4903547763824463,4.557928085327148,-2.1200904846191406
-6.941979885101318,17.41014862060547,-2.0854508876800537
-5.833130836486816,17.871517181396484,-1.7984803915023804
-13.900238990783691,-5.051331996917725,-2.2893176078796387
-8.64698314666748,-8.363545417785645,-0.9379235506057739
-1.9424821138381958,-18.054466247558594,-1.1694068908691406
-3.7816450595855713,152.33026123046875,0.5789252519607544
-15.023686408996582,-7.6336989402771,1.2353696823120117
-16.31532096862793,-27.390169143676758,0.5562108755111694
10.978377342224121,-26.449113845825195,-3.0395448207855225
13.902112007141113,-47.336448669433594,-10.588382720947266
20.344873428344727,-25.716840744018555,-17.3144588470459
17.449113845825195,-7.4114813804626465,-2.4416701793670654
-4.145740509033203,-8.251920700073242,-10.465948104858398
15.774796485900879,-7.464240074157715,-22.51415252685547
15.25550365447998,-16.930185317993164,-28.595701217651367
14.625479698181152,-31.757400512695312,-24.682279586791992
-13.291461944580078,-7.049922466278076,-21.617774963378906
6.066770076751709,-7.348055839538574,-7.8803911209106445
-5.0239644050598145,4.805760383605957,2.475865602493286
-37.73595428466797,25.302555084228516,2.8016021251678467
-34.671749114990234,6.961971282958984,-3.502593755722046
-20.542152404785156,18.300004959106445,-10.771259307861328
-20.290515899658203,3.6778452396392822,-10.45571231842041
-16.541824340820312,6.4763264656066895,-16.97823715209961
11.954111099243164,-2.730128049850464,-9.961956024169922
15.25390911102295,5.213371753692627,-5.801435947418213
28.90806007385254,-6.268772125244141,-4.838497161865234
19.047794342041016,-8.391525268554688,-11.528777122497559
23.207109451293945,0.34796538949012756,-9.972254753112793
14.712057113647461,-9.27439022064209,-6.089075088500977
-2.2984704971313477,-0.7893222570419312,-8.633959770202637
-14.025634765625,-14.393584251403809,-7.327741622924805
-6.842752933502197,-5.169795989990234,-0.22328338027000427
-13.51923942565918,-18.948991775512695,3.2807438373565674
0.39043793082237244,2.542538642883301,0.4348863363265991
-46.557411193847656,10.007572174072266,-3.8264338970184326
-51.56477355957031,11.18640422821045,0.3759497404098511
-43.42026138305664,17.688528060913086,-4.032886981964111
51.814212799072266,-10.44015884399414,2.575680732727051
42.005348205566406,15.299769401550293,-1.1619669198989868
